id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
taomtuqul6lv1mjpv4stm2fv,APPROVED,2021-01-15T18:34:13Z,2021-01-15T18:39:55Z,342.293,23,122,0,100,2021-01-15T21:32:38Z,3381AB77,Jamaica,United States,Unemployed (and job seeking),Black,English,United States,Male,No
w4ak4mcg7vvap57i0pz0pn7c,APPROVED,2021-01-15T18:35:12Z,2021-01-15T18:37:23Z,130.282,26,142,1,100,2021-01-15T21:32:49Z,3381AB77,South Africa,United States,Full-Time,Black,English,United States,Female,No
55og5gvb1ny0gfema8o1qw5y,APPROVED,2021-01-15T18:45:50Z,2021-01-15T18:50:53Z,303.24,22,117,0,100,2021-01-15T21:33:00Z,3381AB77,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Female,Yes
dnodge9k9v46k8wqmb9yhu3p,APPROVED,2021-01-15T18:45:55Z,2021-01-15T18:55:38Z,583.028,40,131,1,100,2021-01-15T21:33:11Z,3381AB77,United States,United States,Part-Time,Black,DATA EXPIRED,United States,Female,No
mruknc7fajleahm1zbwrxakn,APPROVED,2021-01-15T18:51:11Z,2021-01-15T21:31:31Z,9619.587,32,45,0,100,2021-01-15T21:31:31Z,Manual Completion,United States,NA,NA,Black,NA,United States,Female,No
li1obycxwlh5obc2k24xsarh,APPROVED,2021-01-15T18:53:55Z,2021-01-15T19:00:58Z,423.664,55,461,5,99,2021-01-15T21:33:16Z,3381AB77,United States,United States,Full-Time,Black,English,United States,Male,No
7yefwkp799ob0wd84c0kabsz,APPROVED,2021-01-15T18:54:34Z,2021-01-15T18:59:06Z,271.692,25,138,2,99,2021-01-15T21:33:31Z,3381AB77,Jamaica,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,DATA EXPIRED,United States,Male,No
y69c613so1ddspgbimi46e6d,APPROVED,2021-01-15T19:02:05Z,2021-01-15T19:05:46Z,221.227,29,152,2,99,2021-01-15T21:33:42Z,3381AB77,United States,United States,Full-Time,Black,Spanish,United States,Male,No
ggu6otun3unxppr3sv929rcc,APPROVED,2021-01-15T19:04:49Z,2021-01-15T19:08:59Z,250.005,29,117,2,99,2021-01-15T21:33:47Z,3381AB77,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
zabyqorwmns3pzu1lflk3s2k,APPROVED,2021-01-15T19:04:52Z,2021-01-15T19:13:06Z,493.902,19,137,1,100,2021-01-15T21:33:56Z,3381AB77,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,Yes
u83fl2mgj2l9ltxvu8fgm3w6,APPROVED,2021-01-15T19:05:00Z,2021-01-15T19:12:02Z,422.404,NA,10,0,100,2021-01-15T21:34:08Z,3381AB77,NA,United States,NA,Black,NA,United States,Male,NA
p8c4ybb3tpz6cgyz7ndwir92,APPROVED,2021-01-15T19:06:41Z,2021-01-15T19:09:34Z,173.237,25,804,3,100,2021-01-15T21:34:15Z,3381AB77,Nigeria,United States,Full-Time,Black,French,United States,Male,Yes
ppe7sy7oqahwkhjqpye68q3o,APPROVED,2021-01-15T19:09:34Z,2021-01-15T19:20:20Z,646.801,20,158,0,100,2021-01-15T21:34:32Z,3381AB77,United States,United States,DATA EXPIRED,Black,DATA EXPIRED,United States,Male,DATA EXPIRED
khw13t0wozgpna24qar1pkd6,APPROVED,2021-01-15T19:09:37Z,2021-01-15T19:13:52Z,254.444,30,773,2,100,2021-01-15T21:34:45Z,3381AB77,United States,United States,Full-Time,Black,English,United States,Female,No
mytsx2i714n58n5ott3h766o,APPROVED,2021-01-15T19:16:47Z,2021-01-15T19:20:27Z,219.639,20,250,4,97,2021-01-15T21:35:00Z,3381AB77,United States,United States,Part-Time,Black,English,United States,Female,Yes
oadg9105aiygeeiu7egave3b,APPROVED,2021-01-15T19:20:28Z,2021-01-15T19:26:16Z,347.89,23,119,1,100,2021-01-15T21:35:13Z,3381AB77,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
w506siiqaktmkwa2v1966myz,APPROVED,2021-01-15T19:20:54Z,2021-01-15T19:26:58Z,363.58,18,51,0,100,2021-01-15T21:35:23Z,3381AB77,United States,United States,Other,Black,NA,United States,Male,Yes
uys5iig2auithw9yjcioepvk,APPROVED,2021-01-15T19:21:48Z,2021-01-15T19:23:48Z,119.853,40,44,0,100,2021-01-15T21:35:34Z,3381AB77,United States,United States,Unemployed (and job seeking),Black,NA,United States,Male,No
g4c5tjpsdsp5jgbokzhb3kxd,APPROVED,2021-01-15T19:22:25Z,2021-01-15T19:33:33Z,667.688,49,173,1,100,2021-01-15T21:35:45Z,3381AB77,Colombia,United States,Part-Time,Black,DATA EXPIRED,United States,Male,No
mc1krnywp1horab5y2xvf1r0,APPROVED,2021-01-15T19:23:11Z,2021-01-15T19:27:22Z,251.574,18,129,0,100,2021-01-15T21:35:56Z,3381AB77,United States,United States,Part-Time,Black,English,United States,Female,Yes
cxabijw8y426gv70mlny6kgs,APPROVED,2021-01-15T19:23:25Z,2021-01-15T19:34:45Z,680.647,31,61,0,100,2021-01-15T21:36:08Z,3381AB77,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
j3wv5w1v9uskkts5wylnb63r,APPROVED,2021-01-15T19:23:32Z,2021-01-15T19:29:10Z,338.067,31,134,0,100,2021-01-15T21:36:18Z,3381AB77,United States,United States,Full-Time,Black,English,United States,Male,No
qohwrcux0nfxlamtq6zy33qk,APPROVED,2021-01-15T19:24:01Z,2021-01-15T19:28:14Z,252.935,18,55,0,100,2021-01-15T21:36:28Z,3381AB77,United States,United States,Unemployed (and job seeking),Black,NA,United States,Male,Yes
fxbzesvk1uawj92y6r61rtrf,APPROVED,2021-01-15T19:34:09Z,2021-01-15T19:41:52Z,463.826,31,213,1,100,2021-01-15T21:36:39Z,3381AB77,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
6ubtrwcbyopm4neyustostyt,APPROVED,2021-01-15T19:25:00Z,2021-01-15T19:33:13Z,492.624,25,107,0,100,2021-01-15T22:14:33Z,3381AB77,United States,United States,DATA EXPIRED,Black,DATA EXPIRED,United States,Male,DATA EXPIRED
8v3io4dorwq6aw4exi2li5i8,APPROVED,2021-01-15T19:27:00Z,2021-01-15T19:34:40Z,459.664,19,41,2,95,2021-01-15T22:14:43Z,3381AB77,United States,United States,Full-Time,Black,English,United States,Female,Yes
2fczgutjk8ku8sujtehd5uml,APPROVED,2021-01-15T19:27:23Z,2021-01-15T19:46:54Z,1170.879,25,13,0,100,2021-01-15T22:14:53Z,3381AB77,United States,United States,Unemployed (and job seeking),Black,NA,United States,Female,No
e1ty2u02jqb5c3n2r9t7m3ge,APPROVED,2021-01-15T19:27:17Z,2021-01-15T19:32:50Z,333.274,37,663,0,100,2021-01-15T22:15:01Z,3381AB77,United States,United States,Full-Time,Black,English,United States,Female,No
lnoy74bpx0w44iuuo6fqh4x2,APPROVED,2021-01-15T19:28:14Z,2021-01-15T19:30:56Z,162.356,36,451,4,97,2021-01-15T22:15:18Z,3381AB77,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,No
5pw5nb7tbdqf1q5b3i3pn1mo,TIMED-OUT,2021-01-15T19:28:24Z,NA,276532.241553,27,553,11,96,NA,NA,United States,United States,Part-Time,Black,English,United States,Female,Yes
ji17uet9xo3trsnzgl2ojtwi,APPROVED,2021-01-15T19:29:57Z,2021-01-15T19:33:33Z,216.424,31,1003,5,100,2021-01-15T22:15:32Z,3381AB77,United States,United States,Full-Time,Black,English,United States,Female,No
0nahdspsde5suksq2jz29ci3,APPROVED,2021-01-15T19:31:45Z,2021-01-15T19:37:51Z,365.932,25,221,2,99,2021-01-15T22:15:45Z,3381AB77,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,No
5aunmf6why7i78iwcb2rdnu0,APPROVED,2021-01-15T19:31:52Z,2021-01-15T19:38:16Z,384.2,41,408,1,100,2021-01-15T22:15:52Z,3381AB77,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,No
wl53et7a6jhtr99ai6h95lx8,APPROVED,2021-01-15T19:32:17Z,2021-01-15T19:38:17Z,360.151,44,266,5,98,2021-01-15T22:15:57Z,3381AB77,United States,United States,Full-Time,Black,English,United States,Male,No
u49gadehdujcoeukrda1lsqk,APPROVED,2021-01-15T19:33:40Z,2021-01-15T19:37:57Z,256.881,39,631,1,100,2021-01-15T22:16:06Z,3381AB77,United States,United States,"Not in paid work (e.g. homemaker, retired or disabled)",Black,English,United States,Female,Yes
atq3m8iroda104q6uu6ksp2e,APPROVED,2021-01-15T17:44:22Z,2021-01-15T18:04:18Z,1196.419,46,14,0,100,2021-01-15T21:47:58Z,3381AB77,NA,NA,Full-Time,White,NA,United States,Male,NA
qslqlb1x2ocmcqap550vd4cd,APPROVED,2021-01-15T17:45:07Z,2021-01-15T17:52:26Z,438.149,49,7,1,87,2021-01-15T21:48:06Z,3381AB77,NA,NA,Full-Time,White,NA,United States,Male,NA
jn82nf5ruobm4evqfbp6trqv,APPROVED,2021-01-15T17:47:36Z,2021-01-15T17:56:35Z,539.713,45,9,0,100,2021-01-15T21:48:16Z,3381AB77,NA,NA,Full-Time,White,NA,United States,Male,No
x6s4fw9q635ni8nz1um7d3bi,APPROVED,2021-01-15T17:47:46Z,2021-01-15T17:57:22Z,575.982,42,14,0,100,2021-01-15T21:48:23Z,3381AB77,NA,NA,Full-Time,White,NA,United States,Male,NA
cv0qw9isbjy8esx1mdxb3e78,APPROVED,2021-01-15T17:47:54Z,2021-01-15T17:57:52Z,597.213,46,16,0,100,2021-01-15T21:48:32Z,3381AB77,NA,NA,Full-Time,White,NA,United States,Male,NA
vy5q6elzl186dwufm7ju7w2v,APPROVED,2021-01-15T17:51:38Z,2021-01-15T18:00:21Z,522.245,45,12,0,100,2021-01-15T21:48:36Z,3381AB77,United States,NA,Full-Time,White,NA,United States,Male,NA
oxbd4bmkzguni9l7ovf9vibn,APPROVED,2021-01-15T17:51:42Z,2021-01-15T18:02:05Z,623.03,45,12,0,100,2021-01-15T21:48:43Z,3381AB77,United States,NA,Full-Time,White,NA,United States,Male,NA
i9jl0qyo2dl0ezf1ks95b9k8,APPROVED,2021-01-15T17:53:05Z,2021-01-15T17:57:51Z,285.87,30,577,1,100,2021-01-15T21:48:53Z,3381AB77,United States,United States,Full-Time,White,English,United States,Male,No
oc3djtq2tfd6qh1xxw3yzogo,APPROVED,2021-01-15T17:55:04Z,2021-01-15T18:04:11Z,546.703,48,13,0,100,2021-01-15T21:49:08Z,3381AB77,United States,NA,Full-Time,White,NA,United States,Male,NA
hclzv5vyjngajhct2fu8apao,APPROVED,2021-01-15T17:55:53Z,2021-01-15T17:59:48Z,234.846,30,129,0,100,2021-01-15T21:49:16Z,3381AB77,United States,United States,Full-Time,White,English,United States,Female,No
29arvba0ffjeuri0my9crxub,APPROVED,2021-01-15T17:56:57Z,2021-01-15T18:06:05Z,547.513,44,12,0,100,2021-01-15T21:49:25Z,3381AB77,United States,NA,Full-Time,White,NA,United States,Male,NA
x16l4h49lu11frctxjp1cs4s,APPROVED,2021-01-15T17:57:54Z,2021-01-15T18:01:19Z,205.067,23,949,2,100,2021-01-15T21:49:34Z,3381AB77,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,Yes
e6g4xgw31towwhj3cm6uv6vx,APPROVED,2021-01-15T17:58:29Z,2021-01-15T18:03:52Z,322.826,24,81,0,100,2021-01-15T21:49:53Z,3381AB77,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
3s29nqmt8vxylcrjbyxhkqwf,APPROVED,2021-01-15T17:58:30Z,2021-01-15T18:05:07Z,397.124,41,306,0,100,2021-01-15T21:50:05Z,3381AB77,United States,United States,Full-Time,White,English,United States,Male,No
aekteo9e4670b8bmujof4tnu,APPROVED,2021-01-15T18:04:16Z,2021-01-15T18:10:27Z,370.29,47,12,2,79,2021-01-15T21:50:15Z,3381AB77,NA,NA,Full-Time,White,NA,United States,Male,NA
pbgyaaz3cepcbh2wnf6b3zq9,APPROVED,2021-01-15T18:05:41Z,2021-01-15T18:13:25Z,463.678,45,14,0,100,2021-01-15T21:50:25Z,3381AB77,NA,NA,Full-Time,White,NA,United States,Male,NA
l376mp5u7bmma8klqlmaqkpa,APPROVED,2021-01-15T18:05:44Z,2021-01-15T18:39:23Z,2019.505,48,9,0,100,2021-01-15T21:50:44Z,3381AB77,NA,NA,Full-Time,White,NA,United States,Male,NA
mrl3rl6ym6rcap6vkbml9l3j,APPROVED,2021-01-15T18:05:49Z,2021-01-15T18:09:51Z,241.061,29,209,2,100,2021-01-15T21:50:56Z,3381AB77,United States,United States,Full-Time,White,DATA EXPIRED,United States,Female,No
dcayjv2dx33lqy82axapqapp,APPROVED,2021-01-15T18:11:44Z,2021-01-15T18:19:24Z,459.996,39,34,3,93,2021-01-15T21:51:08Z,3381AB77,DATA EXPIRED,United States,DATA EXPIRED,White,DATA EXPIRED,United States,Female,DATA EXPIRED
ztic2ydirdck0pbfs7web82n,APPROVED,2021-01-15T18:15:35Z,2021-01-15T18:34:47Z,1152.008,44,10,0,100,2021-01-15T21:51:18Z,3381AB77,NA,NA,Full-Time,White,NA,United States,Male,NA
t7mvgg6sl58lxfr7rh7ti6hi,APPROVED,2021-01-15T18:18:07Z,2021-01-15T18:40:56Z,1368.289,44,12,0,100,2021-01-15T21:51:23Z,3381AB77,NA,NA,Full-Time,White,NA,United States,Male,NA
13yi1fscyjb8zgf7j0pjswe2,APPROVED,2021-01-15T23:35:42Z,2021-01-15T23:40:24Z,282.179,51,1071,7,99,2021-01-17T02:37:31Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Male,No
kohz1awvoix0b7tb51oxui81,APPROVED,2021-01-15T23:39:33Z,2021-01-15T23:45:22Z,348.109,39,278,3,98,2021-01-17T02:37:37Z,684BBD13,Bahamas,United States,Part-Time,Black,English,United States,Female,Yes
dh1m4zmutq7ya23pjrgihhjg,APPROVED,2021-01-15T23:46:21Z,2021-01-15T23:57:06Z,644.829,28,343,4,98,2021-01-15T23:57:07Z,Manual Completion,United States,United States,Part-Time,Black,English,United States,Male,No
z0uca9bal9jf5ng52t4lcihe,APPROVED,2021-01-15T23:47:57Z,2021-01-15T23:51:21Z,204.478,21,350,0,100,2021-01-17T02:37:41Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,Yes
8og20q0ajepnz591l2dlf2t1,APPROVED,2021-01-15T23:48:36Z,2021-01-15T23:54:08Z,331.489,21,196,2,99,2021-01-17T02:37:46Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,Yes
2p8sl8a1aoxpxav9kflp01pk,RETURNED,2021-01-15T23:51:54Z,NA,260810.658362,32,80,0,100,NA,NA,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
8vd4i214cs39k6pcjuoj9lck,APPROVED,2021-01-15T23:57:20Z,2021-01-16T00:02:10Z,290.171,42,442,0,100,2021-01-17T02:37:49Z,684BBD13,Jamaica,United States,Full-Time,Black,English,United States,Male,No
rqnua3zxoyao2tqef3tg5kit,APPROVED,2021-01-15T23:59:58Z,2021-01-16T00:04:32Z,274.162,42,534,1,100,2021-01-17T02:37:54Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Male,Yes
r2y4xinktggbkv1m0dz3qzkx,TIMED-OUT,2021-01-16T00:00:42Z,NA,260282.556729,35,984,6,100,NA,NA,United States,United States,Part-Time,Black,English,United States,Male,No
kzca0ayvezmqxt57e44aonw7,APPROVED,2021-01-16T00:00:45Z,2021-01-16T00:05:30Z,285.058,48,821,5,99,2021-01-17T02:37:59Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,Yes
0dz304t6bs836m2r0rr8yguv,APPROVED,2021-01-16T00:03:16Z,2021-01-16T00:10:58Z,462.435,20,25,1,98,2021-01-17T02:38:04Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,NA,United States,Female,Yes
8nzbtrsj8hjnpxti5ekdqswh,APPROVED,2021-01-16T00:04:09Z,2021-01-16T00:07:08Z,179.472,29,101,0,100,2021-01-17T02:38:08Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
0h0atv9od3eqolnx4f29zwiz,APPROVED,2021-01-16T00:04:43Z,2021-01-16T00:10:32Z,349.245,35,266,0,100,2021-01-17T02:38:11Z,684BBD13,United States,United States,DATA EXPIRED,Black,English,United States,Male,No
hhaywx39np4bmb7xg8dpgm2a,APPROVED,2021-01-16T00:04:52Z,2021-01-16T00:15:11Z,619.82,39,80,1,100,2021-01-17T02:38:15Z,684BBD13,United States,United States,Due to start a new job within the next month,Black,DATA EXPIRED,United States,Male,No
hkydxwkv832aj4ghqiozs0zk,APPROVED,2021-01-16T00:05:20Z,2021-01-16T00:20:31Z,911.326,21,301,0,100,2021-01-17T02:38:18Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,Yes
g7c9aprpjjcwoc1n1uvarumu,APPROVED,2021-01-16T00:07:16Z,2021-01-16T00:17:00Z,583.816,27,293,0,100,2021-01-17T02:38:22Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Male,No
nmugza0e0mwacmi4y2rdvdee,APPROVED,2021-01-16T00:09:57Z,2021-01-16T00:22:47Z,769.581,19,403,0,100,2021-01-17T02:38:26Z,684BBD13,United States,United States,Other,Black,English,United States,Female,Yes
s4pv2n4ig2woghvhymqk0f5x,APPROVED,2021-01-16T00:12:17Z,2021-01-16T00:17:48Z,330.956,26,819,1,100,2021-01-17T02:38:30Z,684BBD13,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,No
f2c0xmfmh0kjpjyvrleit290,RETURNED,2021-01-16T00:23:00Z,NA,258947.212419,36,178,4,96,NA,NA,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
t9ljyg6cvm6h1xdn4lgrpkka,APPROVED,2021-01-16T00:12:40Z,2021-01-16T00:20:40Z,480.214,32,262,0,100,2021-01-17T02:38:36Z,684BBD13,United States,United States,Part-Time,Black,DATA EXPIRED,United States,Male,No
d2eisfpuy9jnfhjdrplv80ov,APPROVED,2021-01-16T00:13:35Z,2021-01-16T00:19:36Z,360.484,37,777,0,100,2021-01-17T02:38:40Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
v863jgpaz4t01mpwge4x3dae,RETURNED,2021-01-16T00:15:31Z,NA,259396.680867,20,106,1,100,NA,NA,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
pmt4hotru8xqn0q6m4640anz,APPROVED,2021-01-16T00:16:34Z,2021-01-16T00:21:48Z,313.72,30,124,0,100,2021-01-17T02:38:46Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Female,No
zyxfl7s8cgtyoucyfnknlspw,APPROVED,2021-01-16T00:17:17Z,2021-01-16T00:24:45Z,448.396,35,498,3,99,2021-01-17T02:38:49Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Male,No
7mvmcridwaht8wfunvwlaw1q,APPROVED,2021-01-16T00:19:34Z,2021-01-16T00:22:56Z,201.494,21,56,1,100,2021-01-17T02:38:54Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Female,No
21sab1yi7e06rbf2hk92vn1e,APPROVED,2021-01-16T00:19:37Z,2021-01-16T00:23:17Z,219.85,22,625,2,100,2021-01-17T02:38:57Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Male,Yes
r16n275kt728hkhoufx2zmkh,APPROVED,2021-01-16T00:20:37Z,2021-01-16T00:28:32Z,475.344,35,14,0,100,2021-01-17T02:39:02Z,684BBD13,United States,United States,Full-Time,Black,NA,United States,Male,No
m9658oz0433y0dkjbvq4w8dd,APPROVED,2021-01-16T00:22:25Z,2021-01-16T00:30:40Z,494.917,28,148,0,100,2021-01-17T02:39:05Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
cqronfkjvxc0rod0vsxmb3mc,APPROVED,2021-01-16T00:22:16Z,2021-01-16T00:30:17Z,481.453,25,500,0,100,2021-01-17T02:39:08Z,684BBD13,United States,United States,Other,Black,English,United States,Female,Yes
5z0zz3zu5740bfkalyd0ttva,APPROVED,2021-01-16T00:22:50Z,2021-01-16T00:27:48Z,297.991,33,1106,6,99,2021-01-17T02:39:13Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
4ap22bdb0mdrt8yswpbwu7yz,APPROVED,2021-01-16T00:22:37Z,2021-01-16T00:26:16Z,218.843,28,29,0,100,2021-01-17T02:39:24Z,684BBD13,United States,United States,Part-Time,Black,NA,United States,Male,Yes
q5e46tlypkk436c2h5e9rb28,APPROVED,2021-01-16T00:22:38Z,2021-01-16T00:30:27Z,468.085,22,240,2,100,2021-01-17T02:39:20Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
t49bk32xgs15veh80w3k58nw,APPROVED,2021-01-16T00:23:26Z,2021-01-16T00:33:09Z,583.37,39,31,0,100,2021-01-17T02:39:27Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Male,Yes
iw8ioo16894fdjq781p8jrbi,APPROVED,2021-01-16T00:23:21Z,2021-01-16T00:27:51Z,270.365,27,652,9,97,2021-01-17T02:39:31Z,684BBD13,United States,United States,Due to start a new job within the next month,Black,English,United States,Male,Yes
e52timqlgzt7og6wkrd17qhe,APPROVED,2021-01-16T00:23:35Z,2021-01-16T00:26:10Z,154.652,36,267,2,99,2021-01-17T02:39:36Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
xamxm7sdci17x9jvp2iand7i,APPROVED,2021-01-16T00:23:45Z,2021-01-16T00:27:07Z,201.944,28,492,1,100,2021-01-17T02:39:40Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Male,Yes
l4wiefl54j99txftyto9lp9d,APPROVED,2021-01-16T00:25:04Z,2021-01-16T00:37:23Z,738.982,31,39,0,100,2021-01-17T02:39:44Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
b6gjpqv5e1z0mjgrnm42dc8r,APPROVED,2021-01-16T00:25:12Z,2021-01-16T00:31:47Z,395.749,48,101,2,98,2021-01-17T02:39:46Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,Yes
2atl7u2at9feedofqg0a6o68,RETURNED,2021-01-16T00:26:10Z,NA,258761.422587,23,192,1,100,NA,NA,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
o4k3bclaymqyxoxwd6qe253i,APPROVED,2021-01-16T00:26:29Z,2021-01-16T00:34:01Z,451.859,20,50,0,100,2021-01-17T02:39:50Z,684BBD13,United States,United States,DATA EXPIRED,Black,DATA EXPIRED,United States,Male,Yes
wjr015du4mdtkefjhsejbhzw,APPROVED,2021-01-16T00:27:14Z,2021-01-16T00:34:55Z,461.855,49,1277,6,99,2021-01-17T02:39:53Z,684BBD13,United States,United States,Other,Black,English,United States,Female,No
zwy4a8woic12u3ghvuyu3sw5,APPROVED,2021-01-16T00:27:37Z,2021-01-16T00:31:48Z,250.54,22,343,0,100,2021-01-17T02:40:00Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Male,Yes
v3iw447i5loakg2rver01uco,APPROVED,2021-01-16T00:28:15Z,2021-01-16T00:31:42Z,207.102,18,291,3,100,2021-01-17T02:40:04Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Male,Yes
0xq7gbpyef661x9j66hexdps,APPROVED,2021-01-16T00:31:26Z,2021-01-16T00:42:25Z,658.438,33,472,1,100,2021-01-17T02:40:08Z,684BBD13,United States,United States,Other,Black,English,United States,Female,No
973w22j4ttn4uj47xctco1ed,APPROVED,2021-01-16T00:31:31Z,2021-01-16T00:38:12Z,400.485,51,884,4,99,2021-01-17T02:40:13Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Male,No
04p3z4iia9v1fvx1ubvjbnfe,APPROVED,2021-01-16T00:32:47Z,2021-01-16T00:46:42Z,835.051,35,438,0,100,2021-01-17T02:40:19Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
6nhd6ycirru5a1w7l7nefgm9,APPROVED,2021-01-16T00:32:02Z,2021-01-16T00:37:32Z,330.316,28,708,0,100,2021-01-17T02:40:24Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
6qyu9bavh8l9rk0hv45w5i0w,TIMED-OUT,2021-01-16T00:31:52Z,NA,258421.324829,32,244,1,100,NA,NA,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Female,No
i96km4nv3riy4z4i3kweqmgk,APPROVED,2021-01-16T00:32:28Z,2021-01-16T00:37:49Z,321.035,21,46,2,98,2021-01-17T02:40:29Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
wphvmiewjyahdlfengal6zm1,APPROVED,2021-01-16T00:36:25Z,2021-01-16T00:47:21Z,656.513,29,398,0,100,2021-01-17T02:40:32Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
3ppl4tdd7ikxnxkx9uzgk4q2,APPROVED,2021-01-16T00:36:58Z,2021-01-16T00:41:33Z,274.999,23,320,0,100,2021-01-17T02:40:37Z,684BBD13,Trinidad and Tobago,United States,Part-Time,Black,English,United States,Female,No
k6ifo54yipt8d29zgkfj2ncd,APPROVED,2021-01-16T00:37:44Z,2021-01-16T00:50:02Z,737.97,29,1042,0,100,2021-01-17T02:40:41Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,No
2us0ifd437fldapune7qy3t9,APPROVED,2021-01-16T00:37:56Z,2021-01-16T00:43:47Z,350.818,22,1343,9,99,2021-01-17T02:40:48Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,No
04u9sf5paudi1lf3tg2jkom8,APPROVED,2021-01-16T00:38:37Z,2021-01-16T00:44:12Z,334.529,55,630,3,100,2021-01-17T02:40:56Z,684BBD13,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,DATA EXPIRED,United States,Female,DATA EXPIRED
46s2enih19i61du8ey4j29rs,APPROVED,2021-01-16T00:40:07Z,2021-01-16T00:45:53Z,345.605,48,1297,3,100,2021-01-17T02:41:01Z,684BBD13,United States,United States,Other,Black,English,United States,Male,No
az521hwig16gyvkpsohh7ilr,APPROVED,2021-01-16T00:40:42Z,2021-01-16T00:44:02Z,199.693,33,1895,5,100,2021-01-17T02:41:08Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
oz91e7lw4olkdgu76sl3nzv4,APPROVED,2021-01-16T00:40:53Z,2021-01-16T00:45:42Z,288.978,66,184,3,98,2021-01-17T02:41:17Z,684BBD13,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,DATA EXPIRED,United States,Female,No
