id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
xpcxteadaxf2uv6dfd5pkvzj,APPROVED,2021-01-16T18:33:41Z,2021-01-16T18:41:45Z,483.744,23,282,2,100,2021-01-17T02:56:57Z,684BBD13,Togo,United States,Full-Time,Black,English,United States,Male,Yes
e3y2avxmds2e0uuicbkmg41w,APPROVED,2021-01-16T18:44:05Z,2021-01-16T18:49:10Z,305.091,20,251,0,100,2021-01-17T02:56:58Z,684BBD13,United States,United States,Part-Time,Black,DATA EXPIRED,United States,Female,Yes
w8dndur2f5y8a1s0axt8t9v0,APPROVED,2021-01-16T18:52:16Z,2021-01-16T19:24:16Z,1919.44,26,247,1,100,2021-01-17T02:57:01Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
6aa4fa8mqm44tzws1c68ea5z,APPROVED,2021-01-16T18:45:33Z,2021-01-16T18:48:25Z,172.8,31,1344,4,100,2021-01-17T02:57:02Z,684BBD13,United States,United States,Other,Black,English,United States,Female,Yes
6lwcygxayssr61o7cz8sddhs,APPROVED,2021-01-16T18:49:56Z,2021-01-16T18:55:07Z,310.93,25,302,0,100,2021-01-17T02:57:05Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
m4ctcgl0uwxyor0dw7zgvboa,APPROVED,2021-01-16T18:56:41Z,2021-01-16T19:03:14Z,392.512,38,371,0,100,2021-01-17T02:57:08Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
xeru295xlhb742htyum76l2o,APPROVED,2021-01-16T19:04:38Z,2021-01-16T19:11:36Z,418.701,24,214,0,100,2021-01-17T02:57:09Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Male,No
3b99nhzhzhfhj9zqlxs4i2g1,APPROVED,2021-01-16T19:05:50Z,2021-01-16T19:13:08Z,437.607,50,280,0,100,2021-01-17T02:57:12Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
yyef7j7mnhvoqf3158zyqcx5,APPROVED,2021-01-16T19:07:52Z,2021-01-16T19:17:38Z,585.736,30,27,1,99,2021-01-17T02:57:13Z,684BBD13,United States,United States,DATA EXPIRED,Black,DATA EXPIRED,United States,Male,No
ff6nxad3odx86ng50jtovndw,APPROVED,2021-01-16T19:09:58Z,2021-01-16T19:37:29Z,1650.782,25,26,0,100,2021-01-17T02:57:16Z,684BBD13,United States,NA,NA,Black,NA,United States,Male,No
nc9btptijnoa60ojvo8dxj2p,APPROVED,2021-01-16T19:10:01Z,2021-01-16T19:35:07Z,1505.722,32,21,0,100,2021-01-17T02:57:16Z,684BBD13,United States,United States,DATA EXPIRED,Black,DATA EXPIRED,United States,Male,DATA EXPIRED
y7air2g0x9e19dijiw1t77rs,APPROVED,2021-01-16T19:11:32Z,2021-01-16T19:17:09Z,337.482,32,75,0,100,2021-01-17T02:57:18Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Female,No
eftdrybir5k6dyjwl2oyo9n2,RETURNED,2021-01-16T19:14:24Z,NA,191161.852529,22,137,5,95,NA,NA,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
rp1iw1tt1j83io4lznoemag1,APPROVED,2021-01-16T19:17:14Z,2021-01-16T19:28:16Z,662.143,46,597,1,100,2021-01-17T02:57:19Z,684BBD13,United States,United States,Other,Black,English,United States,Female,No
gvvi97v83swbtnt5lw9urino,APPROVED,2021-01-16T19:26:30Z,2021-01-16T19:38:42Z,731.527,47,96,0,100,2021-01-17T02:57:21Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Male,No
vv7pnc7innfvw8m7pwhrypn6,APPROVED,2021-01-16T19:28:57Z,2021-01-16T20:04:33Z,2135.958,23,44,0,100,2021-01-17T02:57:23Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Female,No
4zow1c2ebtk8qadpg7hwf6ys,APPROVED,2021-01-16T19:29:30Z,2021-01-16T19:38:18Z,528.59,20,53,0,100,2021-01-17T02:57:25Z,684BBD13,United States,United States,Other,Black,DATA EXPIRED,United States,Female,Yes
988alw1jvpwn22j7buccko9l,APPROVED,2021-01-16T19:35:25Z,2021-01-16T19:43:56Z,511.388,49,219,0,100,2021-01-17T02:57:26Z,684BBD13,United States,United States,Other,Black,English,United States,Female,No
rixamujod37bci2rd6tb79ap,APPROVED,2021-01-16T19:36:27Z,2021-01-16T19:48:18Z,711.503,47,104,0,100,2021-01-17T02:57:28Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Female,No
d3n13o7xzita4dv34go2e0ug,APPROVED,2021-01-16T19:36:50Z,2021-01-16T19:45:38Z,528.394,56,540,4,99,2021-01-17T02:57:30Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
nvpitf5r8pel3pdh1wpdv5lg,APPROVED,2021-01-16T19:38:56Z,2021-01-16T19:42:55Z,238.588,40,177,0,100,2021-01-17T02:57:31Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Female,No
vyd73vtk0no823n8l3g29qvi,APPROVED,2021-01-16T19:43:06Z,2021-01-16T20:05:02Z,1315.822,23,116,1,100,2021-01-17T02:57:34Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
l5rvpwpfp3jh86bgw3bntw1m,APPROVED,2021-01-16T19:42:21Z,2021-01-16T19:50:58Z,516.443,27,6,0,100,2021-01-17T02:57:35Z,684BBD13,United States,United States,Full-Time,Black,NA,United States,Female,No
hrbi1zrj6qkw30ktlrgtmeli,APPROVED,2021-01-16T19:47:40Z,2021-01-16T19:54:35Z,415.383,27,235,1,100,2021-01-17T02:57:37Z,684BBD13,United States,United States,DATA EXPIRED,Black,DATA EXPIRED,United States,Female,DATA EXPIRED
tupvp4pjqcga9ohiq5hz7862,APPROVED,2021-01-16T19:47:59Z,2021-01-16T19:55:13Z,434.061,68,71,0,100,2021-01-17T02:57:37Z,684BBD13,United States,United States,Part-Time,Black,DATA EXPIRED,United States,Male,No
4r6o9t5ggy40wfi4xjwlz5xs,APPROVED,2021-01-16T19:48:11Z,2021-01-17T00:40:12Z,17520.177,60,61,0,100,2021-01-17T00:40:12Z,Manual Completion,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,Yes
kfsotfbwuhb5vpskda5js4hu,APPROVED,2021-01-16T20:01:04Z,2021-01-16T20:14:57Z,833.047,25,267,1,100,2021-01-17T02:57:41Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
xjabzdggbdr7ao7thf7yslpu,APPROVED,2021-01-16T19:53:00Z,2021-01-16T19:58:23Z,322.921,21,193,0,100,2021-01-17T02:57:41Z,684BBD13,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,DATA EXPIRED,United States,Female,Yes
f2atxf8q1qfln3re3rrnm9r6,APPROVED,2021-01-16T19:55:17Z,2021-01-16T20:02:12Z,415.916,19,31,0,100,2021-01-17T02:57:44Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,NA,United States,Female,Yes
ipdcwne9t2zyu1p2tbqjd1ns,APPROVED,2021-01-16T19:56:55Z,2021-01-16T20:00:24Z,208.803,20,78,0,100,2021-01-17T02:57:45Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Female,No
s1at1r1ausuuvm5he74qauqp,APPROVED,2021-01-16T20:04:37Z,2021-01-16T20:11:00Z,382.885,28,100,0,100,2021-01-17T02:57:47Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Male,No
9muyo70dqpgd9293gx33g67a,APPROVED,2021-01-16T20:04:46Z,2021-01-16T20:08:41Z,234.373,35,20,0,100,2021-01-17T02:57:48Z,684BBD13,United States,NA,NA,Black,NA,United States,Male,No
nk3tywc7991pyqzmtmnt33x3,APPROVED,2021-01-16T20:07:38Z,2021-01-16T20:14:06Z,388.015,36,148,1,99,2021-01-17T02:57:51Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,No
z17uw10x439jnuqoof6jpsur,APPROVED,2021-01-16T20:15:38Z,2021-01-16T20:20:27Z,289.235,21,204,0,100,2021-01-17T02:57:51Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,Yes
wrp0lcxel24fmgw39r662lu2,APPROVED,2021-01-16T20:18:26Z,2021-01-16T20:25:16Z,409.747,48,482,2,100,2021-01-17T02:57:54Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,No
83rs210it11ska033u2squem,APPROVED,2021-01-16T20:20:56Z,2021-01-16T20:27:21Z,385.144,20,310,0,100,2021-01-17T02:57:54Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,Yes
o5s0p20z9nixa03ik0qsbxm3,APPROVED,2021-01-16T20:23:28Z,2021-01-16T20:33:04Z,575.79,68,236,1,100,2021-01-17T02:57:58Z,684BBD13,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,DATA EXPIRED,United States,Female,No
1pkgqfwkeiq859ofeg9du3a6,APPROVED,2021-01-16T20:26:48Z,2021-01-16T20:33:54Z,426.17,48,673,0,100,2021-01-17T02:57:59Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
w4cmusrc0w8dls5120gozb3c,APPROVED,2021-01-16T20:27:31Z,2021-01-16T20:35:03Z,452.432,52,6,0,100,2021-01-17T02:58:02Z,684BBD13,United States,United States,NA,Black,NA,United States,Female,NA
c58fbf3ix03la0nstdskokuc,APPROVED,2021-01-16T20:33:36Z,2021-01-16T20:45:44Z,728.487,35,81,0,100,2021-01-17T02:58:04Z,684BBD13,United States,United States,Other,Black,English,United States,Male,No
oo6gxbrgv0kpshn6wulzz9td,APPROVED,2021-01-16T20:38:18Z,2021-01-16T20:41:34Z,196.132,27,173,0,100,2021-01-17T02:58:04Z,684BBD13,United States,United States,Other,Black,DATA EXPIRED,United States,Female,No
r4egqx1cxivb1ek4mk9wvuu3,APPROVED,2021-01-16T20:46:59Z,2021-01-16T21:02:58Z,958.6,29,479,6,98,2021-01-17T02:58:07Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
x4u5zlsrpbtf8pv5c127st17,APPROVED,2021-01-16T20:46:42Z,2021-01-16T20:53:20Z,398.814,26,188,1,100,2021-01-17T02:58:08Z,684BBD13,Congo the Democratic Republic of the,United States,Part-Time,Black,Swahili,United States,Female,Yes
kend3uxw7zvlk0ufa8c2ipi1,APPROVED,2021-01-16T20:46:29Z,2021-01-16T20:51:08Z,278.126,22,8,0,100,2021-01-17T02:58:11Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,NA,United States,Male,No
mpzaa0i7f65ne2qrsg5c1jw8,APPROVED,2021-01-16T20:47:56Z,2021-01-16T21:01:27Z,810.881,23,575,10,97,2021-01-17T02:58:12Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,Yes
4l793i70k7jycp6a9zzm0m7a,APPROVED,2021-01-16T20:53:18Z,2021-01-16T20:58:44Z,325.675,18,25,0,100,2021-01-17T02:58:14Z,684BBD13,United States,United States,Part-Time,Black,NA,United States,Female,Yes
lh4flf7whos7cvmw9jvxkw2l,APPROVED,2021-01-16T20:54:38Z,2021-01-16T21:01:06Z,388.464,57,744,1,100,2021-01-17T02:58:16Z,684BBD13,United States,United States,Other,Black,English,United States,Female,No
qaso8ymu70ujbyp2oep9cima,APPROVED,2021-01-16T20:58:25Z,2021-01-16T21:02:41Z,255.663,37,277,2,100,2021-01-17T02:58:18Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Female,No
jl3ccv08dwfwlj7vqlt9fidp,APPROVED,2021-01-16T20:57:01Z,2021-01-16T21:02:23Z,322.209,21,197,0,100,2021-01-17T02:58:22Z,684BBD13,United States,United States,Due to start a new job within the next month,Black,DATA EXPIRED,United States,Female,No
37z1vy63r0skfgrwt32aqhm3,APPROVED,2021-01-16T21:03:53Z,2021-01-16T21:10:40Z,406.935,35,267,1,100,2021-01-17T02:58:23Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,No
u7kb8fg48y839146cyjekha6,APPROVED,2021-01-16T21:09:30Z,2021-01-16T21:21:41Z,730.991,35,1025,4,100,2021-01-17T02:58:24Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,Yes
j78ixcljw5rsoewpfupyoq7t,APPROVED,2021-01-16T21:11:26Z,2021-01-16T21:16:20Z,293.73,59,38,1,98,2021-01-17T02:58:26Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Female,Yes
vfc6ots22gijd42wuusfn86n,APPROVED,2021-01-16T21:22:57Z,2021-01-16T21:36:56Z,838.983,46,204,2,99,2021-01-17T02:58:30Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,No
zewfscrk674s7i5f8d2pugqh,APPROVED,2021-01-16T21:24:31Z,2021-01-16T21:43:39Z,1148.237,18,179,1,100,2021-01-17T02:58:31Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Female,Yes
0dt6pnybelt7c683u3rhkrz2,APPROVED,2021-01-16T21:26:43Z,2021-01-16T21:36:11Z,568.659,23,163,0,100,2021-01-17T02:58:33Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Female,No
38glj4t4jyp5oatf57bez8v3,APPROVED,2021-01-16T21:31:03Z,2021-01-16T21:38:54Z,470.273,23,114,0,100,2021-01-17T02:58:35Z,684BBD13,United States,United States,Due to start a new job within the next month,Black,DATA EXPIRED,United States,Male,Yes
il45s3tuhh4fy31x4p1g5pgk,APPROVED,2021-01-16T21:40:51Z,2021-01-16T21:49:46Z,535.822,46,375,2,100,2021-01-17T02:58:37Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,Yes
29pmlmh0ba930xgzo74t2lxo,APPROVED,2021-01-16T21:46:04Z,2021-01-16T21:53:12Z,427.253,55,475,2,100,2021-01-17T02:58:39Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
p7zwjsal0c07dmsfq4q8f5is,APPROVED,2021-01-16T21:58:08Z,2021-01-16T22:08:29Z,621.864,26,907,0,100,2021-01-17T02:58:41Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,Yes
j74z73jm13kmvmooqil0sf2j,APPROVED,2021-01-16T21:57:44Z,2021-01-16T22:17:41Z,1196.796,35,310,2,100,2021-01-17T02:58:43Z,684BBD13,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,No
qz9q3cdmeb2n3y0e1usy8r2z,APPROVED,2021-01-16T22:02:43Z,2021-01-16T22:09:03Z,380.606,25,179,1,100,2021-01-17T02:58:47Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
4fnbt8oc9rq0t4b2i3fh7fxf,APPROVED,2021-01-16T22:05:58Z,2021-01-16T22:10:42Z,283.541,18,18,0,100,2021-01-17T02:58:47Z,684BBD13,United States,United States,Full-Time,Black,NA,United States,Female,No
doyo87ve949dwwvc73p7cb8m,APPROVED,2021-01-16T22:07:13Z,2021-01-16T22:11:55Z,281.779,54,151,0,100,2021-01-17T02:58:50Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Female,No
xmd6zhv5m2qlw8db2retj2ul,APPROVED,2021-01-16T22:18:17Z,2021-01-16T22:24:23Z,365.781,51,11,0,100,2021-01-17T02:58:50Z,684BBD13,Thailand,United States,Full-Time,Black,DATA EXPIRED,United States,Female,No
fxuwvsithlaaed24at100spw,APPROVED,2021-01-16T22:18:26Z,2021-01-16T22:27:58Z,572.124,41,104,1,100,2021-01-17T02:58:53Z,684BBD13,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,DATA EXPIRED,United States,Female,No
tewlpdta8v1qtb01szgudegj,APPROVED,2021-01-16T22:35:43Z,2021-01-16T22:39:59Z,255.17,38,1574,2,100,2021-01-17T02:58:54Z,684BBD13,United States,United States,Other,Black,English,United States,Male,No
pvdpls4oh0yp30iwsturdf57,APPROVED,2021-01-16T22:39:45Z,2021-01-16T22:47:47Z,481.542,57,407,3,98,2021-01-17T02:58:57Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
egcro3ud89vx80ade3saaach,APPROVED,2021-01-16T22:43:19Z,2021-01-16T22:51:03Z,464.511,19,350,3,100,2021-01-17T02:59:01Z,684BBD13,United States,United States,Other,Black,English,United States,Female,Yes
4iamzgvwmtw6cacbdn0064xd,APPROVED,2021-01-16T22:49:17Z,2021-01-16T22:55:39Z,382.563,32,171,0,100,2021-01-17T02:59:03Z,684BBD13,United States,United States,Other,Black,DATA EXPIRED,United States,Male,Yes
trxobki7497yi5zutst0fxi5,APPROVED,2021-01-16T22:49:59Z,2021-01-16T22:54:54Z,295.173,48,264,1,100,2021-01-17T02:59:05Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,No
bwziwra7hnt0rvdl4y7qxxfh,APPROVED,2021-01-16T22:50:38Z,2021-01-16T23:01:25Z,647.096,19,90,0,100,2021-01-17T02:59:07Z,684BBD13,United States,United States,Part-Time,Black,DATA EXPIRED,United States,Female,Yes
aq0prt5vw4qhmj1qsemfa6nk,APPROVED,2021-01-16T22:54:37Z,2021-01-16T23:01:33Z,416.175,21,153,3,99,2021-01-17T02:59:09Z,684BBD13,Jamaica,United States,DATA EXPIRED,Black,DATA EXPIRED,United States,Male,No
8lyqqvw9swaa4e0uvk16o9vp,APPROVED,2021-01-16T22:54:36Z,2021-01-16T22:59:01Z,265.327,22,247,1,100,2021-01-17T02:59:10Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Male,Yes
ueyany80pm9msc87xr6p887c,APPROVED,2021-01-16T22:59:51Z,2021-01-16T23:03:21Z,210.164,21,441,5,97,2021-01-17T02:59:12Z,684BBD13,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Male,Yes
abk49i6xeysblwsb409s8dk7,APPROVED,2021-01-16T23:01:12Z,2021-01-16T23:05:50Z,278.806,29,184,7,94,2021-01-17T02:59:13Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Female,No
ykyp0iwlzgfas58l1isqitje,APPROVED,2021-01-16T23:04:53Z,2021-01-16T23:18:08Z,795.09,22,242,2,99,2021-01-17T02:59:16Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,Yes
nwdujh9dfqqffjsnpgicdlvp,APPROVED,2021-01-16T23:09:46Z,2021-01-16T23:21:40Z,713.914,31,215,0,100,2021-01-17T02:59:17Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Male,No
lszp97dcg5lfgsq6htem506v,APPROVED,2021-01-16T23:29:46Z,2021-01-16T23:33:03Z,196.944,20,470,0,100,2021-01-17T02:59:19Z,684BBD13,United States,United States,Other,Black,English,United States,Male,No
8yodyuvlupfddo4e80losyg7,APPROVED,2021-01-16T23:27:33Z,2021-01-16T23:30:48Z,195.781,35,449,2,100,2021-01-17T02:59:21Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
ghcu0tv02q8i5zd3n9b98lfj,TIMED-OUT,2021-01-16T23:31:22Z,NA,175759.928571,36,386,4,99,NA,NA,United States,United States,Full-Time,Black,English,United States,Male,No
zdhinnk2jotzn9ahy64qx4fh,APPROVED,2021-01-16T23:40:59Z,2021-01-16T23:46:47Z,348.836,40,660,6,98,2021-01-17T02:59:23Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,No
h0z7hbmfkxi8xilqem6a1i8p,RETURNED,2021-01-16T23:41:46Z,NA,175135.46797,48,923,1,100,NA,NA,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
4lpq699wr4aaiv9529rv7qwy,APPROVED,2021-01-16T23:45:34Z,2021-01-16T23:50:16Z,282.295,19,17,0,100,2021-01-17T02:59:25Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Male,Yes
zeawmp270miao4jf6ya7z0dt,APPROVED,2021-01-16T23:45:48Z,2021-01-16T23:51:15Z,326.797,18,108,0,100,2021-01-17T02:59:28Z,684BBD13,United States,United States,Other,Black,English,United States,Male,Yes
ydyfnrji9t1dpxn8o3wy7u4m,APPROVED,2021-01-16T23:54:01Z,2021-01-17T00:11:43Z,1062.437,44,190,0,100,2021-01-17T02:59:28Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
4b7deafqhrzdyp9q4pjg2fa6,APPROVED,2021-01-17T00:02:49Z,2021-01-17T00:06:30Z,221.073,44,1055,4,100,2021-01-17T02:59:31Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
viufjhpjmao0w5adqjt0yn3l,RETURNED,2021-01-17T00:14:29Z,NA,173173.128106,27,56,0,100,NA,NA,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6mpbeo519yk5sbrm3syx0mnq,APPROVED,2021-01-17T00:19:44Z,2021-01-17T00:27:20Z,455.998,19,7,0,100,2021-01-17T02:59:32Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,NA,United States,Female,Yes
60siuwh3pyewa5l4wzbsyuwn,APPROVED,2021-01-17T00:26:14Z,2021-01-17T00:32:40Z,385.621,18,7,0,100,2021-01-17T02:59:35Z,684BBD13,United States,United States,Other,Black,NA,United States,Male,Yes
wowfn760aumsfijz4boxnkry,APPROVED,2021-01-17T00:38:37Z,2021-01-17T00:50:51Z,733.234,48,14,0,100,2021-01-17T02:59:38Z,684BBD13,United States,United States,Full-Time,Black,NA,United States,Female,No
zzfo1zapg8ooj2f5zlu2vifz,APPROVED,2021-01-17T00:46:01Z,2021-01-17T00:52:50Z,409.705,38,9,0,100,2021-01-17T02:59:38Z,684BBD13,United States,United States,Full-Time,Black,NA,United States,Female,No
ztsjvr1wj8qiuku2bvm6tvi8,APPROVED,2021-01-17T01:09:58Z,2021-01-17T01:17:04Z,426.198,21,273,1,100,2021-01-17T02:59:41Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,Yes
lvvnwkv1r4t1h3i07r5p1681,APPROVED,2021-01-17T01:15:29Z,2021-01-17T01:21:42Z,373.207,49,1612,0,100,2021-01-17T02:59:41Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
jhr42zwo9pjlejz3octdykvy,APPROVED,2021-01-17T01:36:02Z,2021-01-17T01:41:25Z,322.247,25,182,0,100,2021-01-17T02:59:45Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Female,No
8ho8taguuykys3874gix6vmz,APPROVED,2021-01-17T01:37:53Z,2021-01-17T01:44:11Z,378.55,30,131,1,100,2021-01-17T02:59:49Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Male,No
uny53kruioe0lehmvjoo8vzk,APPROVED,2021-01-17T01:50:08Z,2021-01-17T01:57:25Z,436.244,26,487,1,100,2021-01-17T02:59:49Z,684BBD13,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,Yes
8qwz787zvk69n21v6lwc31z7,APPROVED,2021-01-17T01:56:10Z,2021-01-17T02:18:37Z,1347.912,28,219,0,100,2021-01-17T02:59:53Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Male,No
53qv6bw60u49bfr9drxcrmg3,APPROVED,2021-01-17T19:08:47Z,2021-01-17T19:18:55Z,608.269,41,348,4,99,2021-01-18T21:32:24Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Male,No
3pgu3mntbxk62txe3lrc0m2f,APPROVED,2021-01-17T19:09:01Z,2021-01-17T19:15:23Z,382.327,27,224,0,100,2021-01-18T21:32:29Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
eqcsezzfqyb461thelht9t7z,APPROVED,2021-01-17T19:09:57Z,2021-01-17T19:14:33Z,276.08,20,297,1,100,2021-01-18T21:32:33Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,Yes
emyekdi9fzmo5piaajut6s93,APPROVED,2021-01-17T19:11:55Z,2021-01-17T19:16:39Z,283.773,21,89,0,100,2021-01-18T21:32:37Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,DATA EXPIRED,United States,Male,No
dvaw95ccohtdsxxney2p7pv3,APPROVED,2021-01-17T19:14:34Z,2021-01-17T19:20:19Z,345.872,20,359,0,100,2021-01-18T21:32:40Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,Yes
icqcod87lo0v81smvfzkmvlg,APPROVED,2021-01-17T19:20:09Z,2021-01-17T19:26:58Z,409.019,35,1079,4,100,2021-01-18T21:32:43Z,684BBD13,Zimbabwe,United States,Full-Time,Black,English,United States,Female,No
7f881rrsjc7zh71gsl7600d6,APPROVED,2021-01-17T19:19:49Z,2021-01-17T19:25:28Z,339.371,31,192,0,100,2021-01-18T21:32:49Z,684BBD13,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
solvt27suuccx3lmlifk063x,APPROVED,2021-01-17T19:21:53Z,2021-01-17T19:25:53Z,239.436,20,418,3,99,2021-01-18T21:32:52Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,English,United States,Female,Yes
vgpq8p788slpiznn9f00ys3b,RETURNED,2021-01-17T19:24:53Z,NA,104154.30297,26,169,0,100,NA,NA,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
d76uf0zamoj7ktt286zse3wy,APPROVED,2021-01-17T19:27:26Z,2021-01-17T19:33:07Z,340.792,36,245,0,100,2021-01-18T21:32:57Z,684BBD13,United States,United States,Part-Time,Black,English,United States,Female,Yes
tcwl0rqqrufmot81nbz6gtcb,APPROVED,2021-01-17T19:30:30Z,2021-01-17T19:36:01Z,331.741,59,785,10,97,2021-01-18T21:33:00Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
fy2o7awy0o01wju5ggll0qci,APPROVED,2021-01-17T19:33:20Z,2021-01-17T19:38:02Z,282.438,58,664,0,100,2021-01-18T21:33:05Z,684BBD13,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Female,No
vmqmbv8s3rhrkqxp0v6svqvm,APPROVED,2021-01-17T19:34:21Z,2021-01-17T19:40:41Z,379.955,37,297,0,100,2021-01-18T21:33:11Z,684BBD13,United States,United States,DATA EXPIRED,Black,English,United States,Female,No
p1q34quqxaim84c38g1drvi4,APPROVED,2021-01-17T19:40:20Z,2021-01-17T19:46:20Z,360.221,25,4,0,100,2021-01-18T21:33:15Z,684BBD13,Haiti,United States,Unemployed (and job seeking),Black,NA,United States,Female,No
gh4l54nqij3i2or25lep4ps8,APPROVED,2021-01-17T19:47:14Z,2021-01-17T19:53:15Z,360.535,24,9,0,100,2021-01-18T21:33:19Z,684BBD13,United States,United States,Unemployed (and job seeking),Black,NA,United States,Male,No
zkoc2qdoxbqgsvv9ikcyuw96,APPROVED,2021-01-17T19:48:34Z,2021-01-17T19:53:26Z,291.475,50,513,0,100,2021-01-18T21:33:22Z,684BBD13,United States,United States,Full-Time,Black,English,United States,Female,No
