id,sample,action,assigned,q1_1,q1_2,q1_3,q2,q3,action_text
9,with_degree,50,0,NA,NA,NA,NA,NA,paste up posters with political messages in places where it is not allowed or encouraged
9,with_degree,51,0,NA,NA,NA,NA,NA,spray paint political messages in public places
9,with_degree,52,0,NA,NA,NA,NA,NA,"damage private property (e.g., cars or houses)"
9,with_degree,53,1,4,4,4,1,5,"damage commerical property (e.g., shop windows)"
9,with_degree,54,1,4,4,4,1,5,"damage public property (e.g., goverment buildings)"
9,with_degree,55,0,NA,NA,NA,NA,NA,mock or insult politicians who oppose the cause
9,with_degree,56,0,NA,NA,NA,NA,NA,mock or insult individuals who oppose the cause
9,with_degree,57,1,4,4,4,1,5,"soil politicians who oppose the cause (e.g., throwing eggs at them)"
9,with_degree,58,0,NA,NA,NA,NA,NA,threaten politicians who oppose the cause with physical harm
9,with_degree,59,0,NA,NA,NA,NA,NA,threaten individuals who oppose the cause with physical harm
9,with_degree,60,0,NA,NA,NA,NA,NA,"threaten to attack members of the public (e.g., by making a bomb threat)"
9,with_degree,61,1,4,2,4,1,5,"bribe politicians, representatives, and other elected officials"
9,with_degree,62,0,NA,NA,NA,NA,NA,blackmail politicians who oppose the cause
9,with_degree,63,0,NA,NA,NA,NA,NA,blackmail individuals who oppose the cause
9,with_degree,64,0,NA,NA,NA,NA,NA,refuse to eat (hunger strike)
9,with_degree,65,0,NA,NA,NA,NA,NA,"physically harm oneself (e.g., setting oneself on fire)"
9,with_degree,66,1,4,4,4,1,5,"attack politicians with the intention of harming them (e.g., punching them)"
9,with_degree,67,1,4,4,4,1,5,"attack politicians with the intention of killing them (e.g., stabbing them)"
9,with_degree,68,0,NA,NA,NA,NA,NA,"attack police officers and other government agents with the intention of harming them (e.g., punching them)"
9,with_degree,69,1,4,4,4,1,5,"attack police officers and other government agents with the intention of killing them (e.g., stabbing them)"
9,with_degree,70,0,NA,NA,NA,NA,NA,"attack individuals who oppose the cause with the intention of harming them (e.g., punching them)"
9,with_degree,71,0,NA,NA,NA,NA,NA,"attack individuals who oppose the cause with the intention of killing them (e.g., stabbing them)"
9,with_degree,72,1,4,4,4,1,5,"attack members of the public (e.g., by setting off a bomb in a public place)"
10,with_degree,1,1,1,1,1,4,2,sign or start a petition
10,with_degree,2,0,NA,NA,NA,NA,NA,"hand out flyers, leaflets, or pamphlets"
10,with_degree,3,0,NA,NA,NA,NA,NA,paste up posters with political messages in places where it is allowed and encouraged
10,with_degree,4,0,NA,NA,NA,NA,NA,hold meetings to inform the public
10,with_degree,5,0,NA,NA,NA,NA,NA,hold meetings to influence the public
10,with_degree,6,0,NA,NA,NA,NA,NA,make a public speech
10,with_degree,7,0,NA,NA,NA,NA,NA,"get involved in the media (e.g., newspapers, radio, television) to inform the public"
10,with_degree,8,0,NA,NA,NA,NA,NA,"get involved in the media (e.g., newspapers, radio, television) to influence the public"
10,with_degree,9,0,NA,NA,NA,NA,NA,"use social media (e.g., Facebook, Twitter, Instagram) to inform the public"
10,with_degree,10,0,NA,NA,NA,NA,NA,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public"
10,with_degree,11,1,3,2,2,3,2,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion"
10,with_degree,12,1,3,2,3,4,3,"pay for adverts in the media (e.g., newspapers, radio, television) to influence public opinion"
10,with_degree,13,0,NA,NA,NA,NA,NA,"visit people in their homes to inform them about an issue (canvassing, door knocking)"
10,with_degree,14,0,NA,NA,NA,NA,NA,"visit people in their homes to convince them about an issue (canvassing, door knocking)"
10,with_degree,15,0,NA,NA,NA,NA,NA,spread misinformation to influence public opinion
10,with_degree,16,0,NA,NA,NA,NA,NA,spread rumours about politicians who oppose the cause
10,with_degree,17,0,NA,NA,NA,NA,NA,wear or display political symbols
10,with_degree,18,1,1,2,3,2,5,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem)"
10,with_degree,19,0,NA,NA,NA,NA,NA,deface flags or other national symbols
10,with_degree,20,0,NA,NA,NA,NA,NA,attend or organise a protest march
10,with_degree,21,1,3,2,2,4,2,attend or organise a protest rally
10,with_degree,22,0,NA,NA,NA,NA,NA,"stand or sit in a building and refuse to leave (stand-in, sit-in)"
10,with_degree,23,1,4,1,3,3,2,enter and refuse to leave a building (occupation)
10,with_degree,24,0,NA,NA,NA,NA,NA,join or form a trade/labor union
10,with_degree,25,0,NA,NA,NA,NA,NA,join or form a group of activists
10,with_degree,26,0,NA,NA,NA,NA,NA,join or form a political party
10,with_degree,27,1,1,1,1,5,1,donate to political parties who support the cause
10,with_degree,28,0,NA,NA,NA,NA,NA,donate to political parties to make them change their position on an issue
10,with_degree,29,0,NA,NA,NA,NA,NA,donate to activist groups who support the cause
10,with_degree,30,0,NA,NA,NA,NA,NA,donate to charities who support the cause
10,with_degree,31,0,NA,NA,NA,NA,NA,voting for candidates/parties
10,with_degree,32,1,1,1,1,4,2,"write letters to politicians, representatives and elected officials"
10,with_degree,33,0,NA,NA,NA,NA,NA,stand in an election
10,with_degree,34,0,NA,NA,NA,NA,NA,boycott an election by not voting or spoiling one's ballot
10,with_degree,35,1,1,1,1,4,2,participate in a public meeting of representatives and elected officials
10,with_degree,36,0,NA,NA,NA,NA,NA,"refuse to pay fees, fines, and taxes"
10,with_degree,37,0,NA,NA,NA,NA,NA,refuse to cooperate with the police and other government agencies
10,with_degree,38,1,4,2,3,3,4,refuse to work (strike)
10,with_degree,39,0,NA,NA,NA,NA,NA,refuse to pay rent (rent strike)
10,with_degree,40,1,4,1,2,2,4,"refuse service (e.g., in a restaurant or shop) to individuals who oppose the cause"
10,with_degree,41,0,NA,NA,NA,NA,NA,"refuse service (e.g., in a restaurant or shop) to politicians who oppose the cause"
10,with_degree,42,0,NA,NA,NA,NA,NA,refuse to interact with or acknowledge individuals who oppose the cause
10,with_degree,43,0,NA,NA,NA,NA,NA,refuse to interact with or acknowledge politicians who oppose the cause
10,with_degree,44,0,NA,NA,NA,NA,NA,do not buy goods or services from companies who oppose the cause (consumers' boycott)
10,with_degree,45,0,NA,NA,NA,NA,NA,refuse to accept honours or awards in protest
10,with_degree,46,0,NA,NA,NA,NA,NA,"disrupt traffic (e.g., blocking roads)"
10,with_degree,47,1,4,1,2,2,4,"disrupt public services (e.g., shutting down government websites)"
10,with_degree,48,0,NA,NA,NA,NA,NA,"disrupt private life of politicians (e.g., protesting outside their home)"
10,with_degree,49,1,4,3,4,2,4,"disrupt public events (e.g., a sports game) with a political message"
10,with_degree,50,0,NA,NA,NA,NA,NA,paste up posters with political messages in places where it is not allowed or encouraged
10,with_degree,51,0,NA,NA,NA,NA,NA,spray paint political messages in public places
10,with_degree,52,0,NA,NA,NA,NA,NA,"damage private property (e.g., cars or houses)"
10,with_degree,53,0,NA,NA,NA,NA,NA,"damage commerical property (e.g., shop windows)"
10,with_degree,54,0,NA,NA,NA,NA,NA,"damage public property (e.g., goverment buildings)"
10,with_degree,55,1,3,2,2,2,4,mock or insult politicians who oppose the cause
10,with_degree,56,0,NA,NA,NA,NA,NA,mock or insult individuals who oppose the cause
10,with_degree,57,0,NA,NA,NA,NA,NA,"soil politicians who oppose the cause (e.g., throwing eggs at them)"
10,with_degree,58,0,NA,NA,NA,NA,NA,threaten politicians who oppose the cause with physical harm
10,with_degree,59,0,NA,NA,NA,NA,NA,threaten individuals who oppose the cause with physical harm
10,with_degree,60,1,4,4,4,1,5,"threaten to attack members of the public (e.g., by making a bomb threat)"
10,with_degree,61,0,NA,NA,NA,NA,NA,"bribe politicians, representatives, and other elected officials"
10,with_degree,62,0,NA,NA,NA,NA,NA,blackmail politicians who oppose the cause
10,with_degree,63,0,NA,NA,NA,NA,NA,blackmail individuals who oppose the cause
10,with_degree,64,1,3,1,4,3,4,refuse to eat (hunger strike)
10,with_degree,65,0,NA,NA,NA,NA,NA,"physically harm oneself (e.g., setting oneself on fire)"
10,with_degree,66,0,NA,NA,NA,NA,NA,"attack politicians with the intention of harming them (e.g., punching them)"
10,with_degree,67,1,4,4,4,1,5,"attack politicians with the intention of killing them (e.g., stabbing them)"
10,with_degree,68,1,4,4,4,1,5,"attack police officers and other government agents with the intention of harming them (e.g., punching them)"
10,with_degree,69,1,4,4,4,1,5,"attack police officers and other government agents with the intention of killing them (e.g., stabbing them)"
10,with_degree,70,0,NA,NA,NA,NA,NA,"attack individuals who oppose the cause with the intention of harming them (e.g., punching them)"
10,with_degree,71,0,NA,NA,NA,NA,NA,"attack individuals who oppose the cause with the intention of killing them (e.g., stabbing them)"
10,with_degree,72,1,4,4,4,1,5,"attack members of the public (e.g., by setting off a bomb in a public place)"
11,with_degree,1,0,NA,NA,NA,NA,NA,sign or start a petition
11,with_degree,2,0,NA,NA,NA,NA,NA,"hand out flyers, leaflets, or pamphlets"
11,with_degree,3,0,NA,NA,NA,NA,NA,paste up posters with political messages in places where it is allowed and encouraged
11,with_degree,4,0,NA,NA,NA,NA,NA,hold meetings to inform the public
11,with_degree,5,0,NA,NA,NA,NA,NA,hold meetings to influence the public
11,with_degree,6,0,NA,NA,NA,NA,NA,make a public speech
11,with_degree,7,0,NA,NA,NA,NA,NA,"get involved in the media (e.g., newspapers, radio, television) to inform the public"
11,with_degree,8,0,NA,NA,NA,NA,NA,"get involved in the media (e.g., newspapers, radio, television) to influence the public"
11,with_degree,9,0,NA,NA,NA,NA,NA,"use social media (e.g., Facebook, Twitter, Instagram) to inform the public"
11,with_degree,10,0,NA,NA,NA,NA,NA,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public"
11,with_degree,11,0,NA,NA,NA,NA,NA,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion"
11,with_degree,12,0,NA,NA,NA,NA,NA,"pay for adverts in the media (e.g., newspapers, radio, television) to influence public opinion"
11,with_degree,13,1,2,1,2,3,4,"visit people in their homes to inform them about an issue (canvassing, door knocking)"
11,with_degree,14,0,NA,NA,NA,NA,NA,"visit people in their homes to convince them about an issue (canvassing, door knocking)"
11,with_degree,15,0,NA,NA,NA,NA,NA,spread misinformation to influence public opinion
11,with_degree,16,1,2,1,1,1,5,spread rumours about politicians who oppose the cause
11,with_degree,17,0,NA,NA,NA,NA,NA,wear or display political symbols
11,with_degree,18,1,1,1,2,2,4,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem)"
11,with_degree,19,1,2,2,2,1,5,deface flags or other national symbols
11,with_degree,20,0,NA,NA,NA,NA,NA,attend or organise a protest march
11,with_degree,21,1,2,1,2,3,4,attend or organise a protest rally
11,with_degree,22,1,2,1,1,2,4,"stand or sit in a building and refuse to leave (stand-in, sit-in)"
11,with_degree,23,1,2,1,1,2,4,enter and refuse to leave a building (occupation)
11,with_degree,24,1,1,1,1,3,3,join or form a trade/labor union
11,with_degree,25,0,NA,NA,NA,NA,NA,join or form a group of activists
11,with_degree,26,0,NA,NA,NA,NA,NA,join or form a political party
11,with_degree,27,0,NA,NA,NA,NA,NA,donate to political parties who support the cause
11,with_degree,28,0,NA,NA,NA,NA,NA,donate to political parties to make them change their position on an issue
11,with_degree,29,0,NA,NA,NA,NA,NA,donate to activist groups who support the cause
11,with_degree,30,1,1,1,1,4,2,donate to charities who support the cause
11,with_degree,31,0,NA,NA,NA,NA,NA,voting for candidates/parties
11,with_degree,32,0,NA,NA,NA,NA,NA,"write letters to politicians, representatives and elected officials"
11,with_degree,33,0,NA,NA,NA,NA,NA,stand in an election
11,with_degree,34,0,NA,NA,NA,NA,NA,boycott an election by not voting or spoiling one's ballot
11,with_degree,35,0,NA,NA,NA,NA,NA,participate in a public meeting of representatives and elected officials
11,with_degree,36,0,NA,NA,NA,NA,NA,"refuse to pay fees, fines, and taxes"
11,with_degree,37,0,NA,NA,NA,NA,NA,refuse to cooperate with the police and other government agencies
11,with_degree,38,0,NA,NA,NA,NA,NA,refuse to work (strike)
11,with_degree,39,1,2,1,2,1,5,refuse to pay rent (rent strike)
11,with_degree,40,1,2,1,2,2,4,"refuse service (e.g., in a restaurant or shop) to individuals who oppose the cause"
11,with_degree,41,0,NA,NA,NA,NA,NA,"refuse service (e.g., in a restaurant or shop) to politicians who oppose the cause"
11,with_degree,42,0,NA,NA,NA,NA,NA,refuse to interact with or acknowledge individuals who oppose the cause
11,with_degree,43,0,NA,NA,NA,NA,NA,refuse to interact with or acknowledge politicians who oppose the cause
11,with_degree,44,1,1,1,1,3,2,do not buy goods or services from companies who oppose the cause (consumers' boycott)
11,with_degree,45,0,NA,NA,NA,NA,NA,refuse to accept honours or awards in protest
11,with_degree,46,1,4,3,4,1,5,"disrupt traffic (e.g., blocking roads)"
11,with_degree,47,0,NA,NA,NA,NA,NA,"disrupt public services (e.g., shutting down government websites)"
11,with_degree,48,0,NA,NA,NA,NA,NA,"disrupt private life of politicians (e.g., protesting outside their home)"
11,with_degree,49,0,NA,NA,NA,NA,NA,"disrupt public events (e.g., a sports game) with a political message"
11,with_degree,50,0,NA,NA,NA,NA,NA,paste up posters with political messages in places where it is not allowed or encouraged
11,with_degree,51,0,NA,NA,NA,NA,NA,spray paint political messages in public places
11,with_degree,52,0,NA,NA,NA,NA,NA,"damage private property (e.g., cars or houses)"
11,with_degree,53,0,NA,NA,NA,NA,NA,"damage commerical property (e.g., shop windows)"
11,with_degree,54,1,2,2,2,1,5,"damage public property (e.g., goverment buildings)"
11,with_degree,55,0,NA,NA,NA,NA,NA,mock or insult politicians who oppose the cause
11,with_degree,56,0,NA,NA,NA,NA,NA,mock or insult individuals who oppose the cause
11,with_degree,57,1,2,2,2,1,5,"soil politicians who oppose the cause (e.g., throwing eggs at them)"
11,with_degree,58,0,NA,NA,NA,NA,NA,threaten politicians who oppose the cause with physical harm
11,with_degree,59,0,NA,NA,NA,NA,NA,threaten individuals who oppose the cause with physical harm
11,with_degree,60,0,NA,NA,NA,NA,NA,"threaten to attack members of the public (e.g., by making a bomb threat)"
11,with_degree,61,1,1,1,2,1,5,"bribe politicians, representatives, and other elected officials"
11,with_degree,62,1,2,2,2,1,5,blackmail politicians who oppose the cause
11,with_degree,63,0,NA,NA,NA,NA,NA,blackmail individuals who oppose the cause
11,with_degree,64,0,NA,NA,NA,NA,NA,refuse to eat (hunger strike)
11,with_degree,65,0,NA,NA,NA,NA,NA,"physically harm oneself (e.g., setting oneself on fire)"
11,with_degree,66,0,NA,NA,NA,NA,NA,"attack politicians with the intention of harming them (e.g., punching them)"
11,with_degree,67,1,4,4,4,1,5,"attack politicians with the intention of killing them (e.g., stabbing them)"
11,with_degree,68,1,4,4,4,1,5,"attack police officers and other government agents with the intention of harming them (e.g., punching them)"
11,with_degree,69,1,4,4,4,1,5,"attack police officers and other government agents with the intention of killing them (e.g., stabbing them)"
11,with_degree,70,0,NA,NA,NA,NA,NA,"attack individuals who oppose the cause with the intention of harming them (e.g., punching them)"
11,with_degree,71,0,NA,NA,NA,NA,NA,"attack individuals who oppose the cause with the intention of killing them (e.g., stabbing them)"
11,with_degree,72,0,NA,NA,NA,NA,NA,"attack members of the public (e.g., by setting off a bomb in a public place)"
12,with_degree,1,0,NA,NA,NA,NA,NA,sign or start a petition
12,with_degree,2,0,NA,NA,NA,NA,NA,"hand out flyers, leaflets, or pamphlets"
12,with_degree,3,0,NA,NA,NA,NA,NA,paste up posters with political messages in places where it is allowed and encouraged
12,with_degree,4,0,NA,NA,NA,NA,NA,hold meetings to inform the public
12,with_degree,5,0,NA,NA,NA,NA,NA,hold meetings to influence the public
12,with_degree,6,0,NA,NA,NA,NA,NA,make a public speech
12,with_degree,7,0,NA,NA,NA,NA,NA,"get involved in the media (e.g., newspapers, radio, television) to inform the public"
12,with_degree,8,0,NA,NA,NA,NA,NA,"get involved in the media (e.g., newspapers, radio, television) to influence the public"
12,with_degree,9,0,NA,NA,NA,NA,NA,"use social media (e.g., Facebook, Twitter, Instagram) to inform the public"
12,with_degree,10,1,2,1,1,4,2,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public"
12,with_degree,11,0,NA,NA,NA,NA,NA,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion"
12,with_degree,12,0,NA,NA,NA,NA,NA,"pay for adverts in the media (e.g., newspapers, radio, television) to influence public opinion"
12,with_degree,13,0,NA,NA,NA,NA,NA,"visit people in their homes to inform them about an issue (canvassing, door knocking)"
12,with_degree,14,0,NA,NA,NA,NA,NA,"visit people in their homes to convince them about an issue (canvassing, door knocking)"
12,with_degree,15,0,NA,NA,NA,NA,NA,spread misinformation to influence public opinion
12,with_degree,16,0,NA,NA,NA,NA,NA,spread rumours about politicians who oppose the cause
12,with_degree,17,0,NA,NA,NA,NA,NA,wear or display political symbols
12,with_degree,18,0,NA,NA,NA,NA,NA,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem)"
12,with_degree,19,1,2,2,2,3,3,deface flags or other national symbols
12,with_degree,20,0,NA,NA,NA,NA,NA,attend or organise a protest march
12,with_degree,21,0,NA,NA,NA,NA,NA,attend or organise a protest rally
12,with_degree,22,0,NA,NA,NA,NA,NA,"stand or sit in a building and refuse to leave (stand-in, sit-in)"
12,with_degree,23,0,NA,NA,NA,NA,NA,enter and refuse to leave a building (occupation)
12,with_degree,24,0,NA,NA,NA,NA,NA,join or form a trade/labor union
12,with_degree,25,0,NA,NA,NA,NA,NA,join or form a group of activists
12,with_degree,26,0,NA,NA,NA,NA,NA,join or form a political party
12,with_degree,27,0,NA,NA,NA,NA,NA,donate to political parties who support the cause
12,with_degree,28,1,2,1,1,3,3,donate to political parties to make them change their position on an issue
12,with_degree,29,1,1,1,1,5,2,donate to activist groups who support the cause
12,with_degree,30,0,NA,NA,NA,NA,NA,donate to charities who support the cause
12,with_degree,31,0,NA,NA,NA,NA,NA,voting for candidates/parties
12,with_degree,32,0,NA,NA,NA,NA,NA,"write letters to politicians, representatives and elected officials"
12,with_degree,33,1,1,1,1,5,1,stand in an election
12,with_degree,34,1,2,1,1,2,5,boycott an election by not voting or spoiling one's ballot
12,with_degree,35,0,NA,NA,NA,NA,NA,participate in a public meeting of representatives and elected officials
12,with_degree,36,1,2,1,2,3,3,"refuse to pay fees, fines, and taxes"
12,with_degree,37,0,NA,NA,NA,NA,NA,refuse to cooperate with the police and other government agencies
12,with_degree,38,0,NA,NA,NA,NA,NA,refuse to work (strike)
12,with_degree,39,0,NA,NA,NA,NA,NA,refuse to pay rent (rent strike)
12,with_degree,40,1,3,1,2,3,3,"refuse service (e.g., in a restaurant or shop) to individuals who oppose the cause"
12,with_degree,41,0,NA,NA,NA,NA,NA,"refuse service (e.g., in a restaurant or shop) to politicians who oppose the cause"
12,with_degree,42,0,NA,NA,NA,NA,NA,refuse to interact with or acknowledge individuals who oppose the cause
12,with_degree,43,0,NA,NA,NA,NA,NA,refuse to interact with or acknowledge politicians who oppose the cause
12,with_degree,44,0,NA,NA,NA,NA,NA,do not buy goods or services from companies who oppose the cause (consumers' boycott)
12,with_degree,45,1,2,1,1,5,1,refuse to accept honours or awards in protest
12,with_degree,46,0,NA,NA,NA,NA,NA,"disrupt traffic (e.g., blocking roads)"
12,with_degree,47,1,3,1,2,2,4,"disrupt public services (e.g., shutting down government websites)"
12,with_degree,48,0,NA,NA,NA,NA,NA,"disrupt private life of politicians (e.g., protesting outside their home)"
12,with_degree,49,1,3,1,1,3,3,"disrupt public events (e.g., a sports game) with a political message"
12,with_degree,50,1,2,1,1,4,2,paste up posters with political messages in places where it is not allowed or encouraged
12,with_degree,51,0,NA,NA,NA,NA,NA,spray paint political messages in public places
12,with_degree,52,0,NA,NA,NA,NA,NA,"damage private property (e.g., cars or houses)"
12,with_degree,53,0,NA,NA,NA,NA,NA,"damage commerical property (e.g., shop windows)"
12,with_degree,54,1,4,2,3,2,4,"damage public property (e.g., goverment buildings)"
12,with_degree,55,0,NA,NA,NA,NA,NA,mock or insult politicians who oppose the cause
12,with_degree,56,1,2,1,1,2,3,mock or insult individuals who oppose the cause
12,with_degree,57,0,NA,NA,NA,NA,NA,"soil politicians who oppose the cause (e.g., throwing eggs at them)"
12,with_degree,58,0,NA,NA,NA,NA,NA,threaten politicians who oppose the cause with physical harm
12,with_degree,59,0,NA,NA,NA,NA,NA,threaten individuals who oppose the cause with physical harm
12,with_degree,60,1,4,4,4,1,5,"threaten to attack members of the public (e.g., by making a bomb threat)"
12,with_degree,61,0,NA,NA,NA,NA,NA,"bribe politicians, representatives, and other elected officials"
12,with_degree,62,1,4,1,2,2,4,blackmail politicians who oppose the cause
12,with_degree,63,1,2,1,2,2,4,blackmail individuals who oppose the cause
12,with_degree,64,0,NA,NA,NA,NA,NA,refuse to eat (hunger strike)
12,with_degree,65,0,NA,NA,NA,NA,NA,"physically harm oneself (e.g., setting oneself on fire)"
12,with_degree,66,1,4,2,2,2,4,"attack politicians with the intention of harming them (e.g., punching them)"
12,with_degree,67,0,NA,NA,NA,NA,NA,"attack politicians with the intention of killing them (e.g., stabbing them)"
12,with_degree,68,0,NA,NA,NA,NA,NA,"attack police officers and other government agents with the intention of harming them (e.g., punching them)"
12,with_degree,69,1,4,4,4,2,5,"attack police officers and other government agents with the intention of killing them (e.g., stabbing them)"
12,with_degree,70,1,4,3,3,3,4,"attack individuals who oppose the cause with the intention of harming them (e.g., punching them)"
12,with_degree,71,0,NA,NA,NA,NA,NA,"attack individuals who oppose the cause with the intention of killing them (e.g., stabbing them)"
12,with_degree,72,0,NA,NA,NA,NA,NA,"attack members of the public (e.g., by setting off a bomb in a public place)"
13,with_degree,1,0,NA,NA,NA,NA,NA,sign or start a petition
13,with_degree,2,1,1,1,1,5,2,"hand out flyers, leaflets, or pamphlets"
13,with_degree,3,0,NA,NA,NA,NA,NA,paste up posters with political messages in places where it is allowed and encouraged
13,with_degree,4,0,NA,NA,NA,NA,NA,hold meetings to inform the public
13,with_degree,5,0,NA,NA,NA,NA,NA,hold meetings to influence the public
13,with_degree,6,0,NA,NA,NA,NA,NA,make a public speech
13,with_degree,7,0,NA,NA,NA,NA,NA,"get involved in the media (e.g., newspapers, radio, television) to inform the public"
13,with_degree,8,0,NA,NA,NA,NA,NA,"get involved in the media (e.g., newspapers, radio, television) to influence the public"
13,with_degree,9,1,1,1,1,5,1,"use social media (e.g., Facebook, Twitter, Instagram) to inform the public"
13,with_degree,10,0,NA,NA,NA,NA,NA,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public"
13,with_degree,11,0,NA,NA,NA,NA,NA,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion"
13,with_degree,12,0,NA,NA,NA,NA,NA,"pay for adverts in the media (e.g., newspapers, radio, television) to influence public opinion"
13,with_degree,13,0,NA,NA,NA,NA,NA,"visit people in their homes to inform them about an issue (canvassing, door knocking)"
13,with_degree,14,1,3,1,1,2,4,"visit people in their homes to convince them about an issue (canvassing, door knocking)"
13,with_degree,15,0,NA,NA,NA,NA,NA,spread misinformation to influence public opinion
13,with_degree,16,0,NA,NA,NA,NA,NA,spread rumours about politicians who oppose the cause
13,with_degree,17,1,2,1,1,5,1,wear or display political symbols
13,with_degree,18,0,NA,NA,NA,NA,NA,"refuse to honour national symbols and traditions (e.g., refusing to sing the national anthem)"
13,with_degree,19,0,NA,NA,NA,NA,NA,deface flags or other national symbols
13,with_degree,20,0,NA,NA,NA,NA,NA,attend or organise a protest march
13,with_degree,21,0,NA,NA,NA,NA,NA,attend or organise a protest rally
13,with_degree,22,0,NA,NA,NA,NA,NA,"stand or sit in a building and refuse to leave (stand-in, sit-in)"
13,with_degree,23,0,NA,NA,NA,NA,NA,enter and refuse to leave a building (occupation)
13,with_degree,24,0,NA,NA,NA,NA,NA,join or form a trade/labor union
13,with_degree,25,1,1,1,1,4,2,join or form a group of activists
13,with_degree,26,0,NA,NA,NA,NA,NA,join or form a political party
13,with_degree,27,0,NA,NA,NA,NA,NA,donate to political parties who support the cause
13,with_degree,28,0,NA,NA,NA,NA,NA,donate to political parties to make them change their position on an issue
13,with_degree,29,1,1,1,1,5,1,donate to activist groups who support the cause
13,with_degree,30,0,NA,NA,NA,NA,NA,donate to charities who support the cause
13,with_degree,31,0,NA,NA,NA,NA,NA,voting for candidates/parties
13,with_degree,32,1,1,1,1,5,1,"write letters to politicians, representatives and elected officials"
13,with_degree,33,1,1,1,2,2,3,stand in an election
13,with_degree,34,1,3,1,2,2,4,boycott an election by not voting or spoiling one's ballot
13,with_degree,35,0,NA,NA,NA,NA,NA,participate in a public meeting of representatives and elected officials
13,with_degree,36,0,NA,NA,NA,NA,NA,"refuse to pay fees, fines, and taxes"
13,with_degree,37,0,NA,NA,NA,NA,NA,refuse to cooperate with the police and other government agencies
13,with_degree,38,0,NA,NA,NA,NA,NA,refuse to work (strike)
13,with_degree,39,1,3,1,3,2,4,refuse to pay rent (rent strike)
13,with_degree,40,0,NA,NA,NA,NA,NA,"refuse service (e.g., in a restaurant or shop) to individuals who oppose the cause"
13,with_degree,41,0,NA,NA,NA,NA,NA,"refuse service (e.g., in a restaurant or shop) to politicians who oppose the cause"
13,with_degree,42,0,NA,NA,NA,NA,NA,refuse to interact with or acknowledge individuals who oppose the cause
13,with_degree,43,0,NA,NA,NA,NA,NA,refuse to interact with or acknowledge politicians who oppose the cause
13,with_degree,44,0,NA,NA,NA,NA,NA,do not buy goods or services from companies who oppose the cause (consumers' boycott)
13,with_degree,45,0,NA,NA,NA,NA,NA,refuse to accept honours or awards in protest
13,with_degree,46,1,4,2,2,2,5,"disrupt traffic (e.g., blocking roads)"
13,with_degree,47,0,NA,NA,NA,NA,NA,"disrupt public services (e.g., shutting down government websites)"
13,with_degree,48,1,2,2,2,2,4,"disrupt private life of politicians (e.g., protesting outside their home)"
13,with_degree,49,0,NA,NA,NA,NA,NA,"disrupt public events (e.g., a sports game) with a political message"
13,with_degree,50,0,NA,NA,NA,NA,NA,paste up posters with political messages in places where it is not allowed or encouraged
13,with_degree,51,0,NA,NA,NA,NA,NA,spray paint political messages in public places
13,with_degree,52,1,3,4,4,1,5,"damage private property (e.g., cars or houses)"
13,with_degree,53,1,4,3,3,2,4,"damage commerical property (e.g., shop windows)"
13,with_degree,54,0,NA,NA,NA,NA,NA,"damage public property (e.g., goverment buildings)"
13,with_degree,55,0,NA,NA,NA,NA,NA,mock or insult politicians who oppose the cause
13,with_degree,56,1,3,2,2,4,2,mock or insult individuals who oppose the cause
13,with_degree,57,0,NA,NA,NA,NA,NA,"soil politicians who oppose the cause (e.g., throwing eggs at them)"
13,with_degree,58,0,NA,NA,NA,NA,NA,threaten politicians who oppose the cause with physical harm
13,with_degree,59,0,NA,NA,NA,NA,NA,threaten individuals who oppose the cause with physical harm
13,with_degree,60,0,NA,NA,NA,NA,NA,"threaten to attack members of the public (e.g., by making a bomb threat)"
13,with_degree,61,0,NA,NA,NA,NA,NA,"bribe politicians, representatives, and other elected officials"
13,with_degree,62,0,NA,NA,NA,NA,NA,blackmail politicians who oppose the cause
13,with_degree,63,0,NA,NA,NA,NA,NA,blackmail individuals who oppose the cause
13,with_degree,64,1,4,4,4,1,4,refuse to eat (hunger strike)
13,with_degree,65,1,4,4,4,1,5,"physically harm oneself (e.g., setting oneself on fire)"
13,with_degree,66,1,4,4,4,2,5,"attack politicians with the intention of harming them (e.g., punching them)"
13,with_degree,67,1,4,4,4,1,5,"attack politicians with the intention of killing them (e.g., stabbing them)"
13,with_degree,68,1,4,4,4,1,5,"attack police officers and other government agents with the intention of harming them (e.g., punching them)"
13,with_degree,69,0,NA,NA,NA,NA,NA,"attack police officers and other government agents with the intention of killing them (e.g., stabbing them)"
13,with_degree,70,0,NA,NA,NA,NA,NA,"attack individuals who oppose the cause with the intention of harming them (e.g., punching them)"
13,with_degree,71,0,NA,NA,NA,NA,NA,"attack individuals who oppose the cause with the intention of killing them (e.g., stabbing them)"
